patch_id,FIA_Group,patch_acres,acres,num_patches
18986,Loblolly/Shortleaf Pine,171,375404,818
18986,Oak/Hickory,81,1690645,3797
18986,Oak/Gum/Cypress,16,57335,221
18987,Loblolly/Shortleaf Pine,15,375404,818
18989,Loblolly/Shortleaf Pine,532,375404,818
18989,Oak/Pine,339,95892,352
18990,Loblolly/Shortleaf Pine,30,375404,818
18991,Loblolly/Shortleaf Pine,30,375404,818
18993,Oak/Hickory,16,1690645,3797
18994,Oak/Hickory,15,1690645,3797
18997,Oak/Hickory,15,1690645,3797
19002,Loblolly/Shortleaf Pine,15,375404,818
19002,Oak/Hickory,32,1690645,3797
19002,Oak/Gum/Cypress,31,57335,221
19003,Oak/Hickory,79,1690645,3797
19007,Oak/Hickory,30,1690645,3797
19013,Loblolly/Shortleaf Pine,16,375404,818
19015,Loblolly/Shortleaf Pine,31,375404,818
19015,Oak/Hickory,49,1690645,3797
19016,Oak/Hickory,16,1690645,3797
19017,Loblolly/Shortleaf Pine,15,375404,818
19017,Oak/Hickory,60,1690645,3797
19022,Oak/Hickory,15,1690645,3797
19043,Oak/Gum/Cypress,15,57335,221
19045,Oak/Hickory,15,1690645,3797
19053,Oak/Hickory,31,1690645,3797
19055,Oak/Hickory,16,1690645,3797
19061,Loblolly/Shortleaf Pine,45,375404,818
19061,Oak/Hickory,215,1690645,3797
19065,Oak/Hickory,31,1690645,3797
19066,Oak/Hickory,25,1690645,3797
19068,Oak/Hickory,15,1690645,3797
19071,Oak/Hickory,60,1690645,3797
19074,Oak/Hickory,15,1690645,3797
19084,Oak/Gum/Cypress,15,57335,221
19087,Loblolly/Shortleaf Pine,30,375404,818
19087,Oak/Gum/Cypress,15,57335,221
19092,Loblolly/Shortleaf Pine,62,375404,818
19092,Oak/Hickory,46,1690645,3797
19096,Oak/Hickory,276,1690645,3797
19097,Loblolly/Shortleaf Pine,30,375404,818
19097,Oak/Hickory,108,1690645,3797
19099,Oak/Hickory,16,1690645,3797
19107,Oak/Hickory,16,1690645,3797
19114,Oak/Hickory,15,1690645,3797
19116,Oak/Hickory,14,1690645,3797
19117,Oak/Gum/Cypress,15,57335,221
19120,Loblolly/Shortleaf Pine,385,375404,818
19120,Oak/Hickory,249,1690645,3797
19121,Loblolly/Shortleaf Pine,123,375404,818
19121,Oak/Pine,30,95892,352
19121,Oak/Hickory,32,1690645,3797
19126,Oak/Hickory,15,1690645,3797
19127,Loblolly/Shortleaf Pine,78,375404,818
19127,Oak/Pine,46,95892,352
19127,Oak/Hickory,15,1690645,3797
19128,Oak/Hickory,31,1690645,3797
19128,Oak/Gum/Cypress,15,57335,221
19129,Oak/Hickory,15,1690645,3797
19132,Oak/Hickory,16,1690645,3797
19133,Loblolly/Shortleaf Pine,75,375404,818
19135,Oak/Hickory,108,1690645,3797
19135,Oak/Gum/Cypress,30,57335,221
19136,Oak/Gum/Cypress,31,57335,221
19137,Oak/Hickory,15,1690645,3797
19140,Oak/Hickory,61,1690645,3797
19147,Oak/Hickory,63,1690645,3797
19149,Loblolly/Shortleaf Pine,30,375404,818
19149,Oak/Hickory,16,1690645,3797
19149,Oak/Gum/Cypress,32,57335,221
19151,Oak/Hickory,45,1690645,3797
19154,Oak/Hickory,16,1690645,3797
19157,Oak/Hickory,15,1690645,3797
19159,Loblolly/Shortleaf Pine,31,375404,818
19161,Oak/Hickory,16,1690645,3797
19162,Loblolly/Shortleaf Pine,16,375404,818
19162,Oak/Hickory,47,1690645,3797
19162,Oak/Gum/Cypress,15,57335,221
19164,Loblolly/Shortleaf Pine,745,375404,818
19164,Oak/Pine,31,95892,352
19164,Oak/Hickory,555,1690645,3797
19164,Oak/Gum/Cypress,73,57335,221
19170,Loblolly/Shortleaf Pine,15,375404,818
19170,Oak/Hickory,47,1690645,3797
19171,Loblolly/Shortleaf Pine,32,375404,818
19171,Oak/Hickory,15,1690645,3797
19175,Oak/Hickory,17,1690645,3797
19178,Loblolly/Shortleaf Pine,16,375404,818
19180,Oak/Gum/Cypress,15,57335,221
19184,Oak/Hickory,17,1690645,3797
19192,Oak/Hickory,15,1690645,3797
19200,Oak/Hickory,46,1690645,3797
19205,Loblolly/Shortleaf Pine,9,375404,818
19206,Loblolly/Shortleaf Pine,16,375404,818
19207,Oak/Pine,31,95892,352
19210,Oak/Hickory,30,1690645,3797
19210,Oak/Gum/Cypress,16,57335,221
19212,Loblolly/Shortleaf Pine,15,375404,818
19212,Oak/Hickory,17,1690645,3797
19214,Oak/Hickory,78,1690645,3797
19216,Loblolly/Shortleaf Pine,47,375404,818
19218,Oak/Hickory,16,1690645,3797
19218,Oak/Gum/Cypress,15,57335,221
19219,Loblolly/Shortleaf Pine,60,375404,818
19221,Loblolly/Shortleaf Pine,16,375404,818
19222,Oak/Hickory,15,1690645,3797
19223,Loblolly/Shortleaf Pine,31,375404,818
19223,Oak/Hickory,31,1690645,3797
19224,Oak/Hickory,15,1690645,3797
19227,Oak/Hickory,17,1690645,3797
19229,Loblolly/Shortleaf Pine,16,375404,818
19233,Loblolly/Shortleaf Pine,16,375404,818
19233,Oak/Hickory,61,1690645,3797
19234,Loblolly/Shortleaf Pine,31,375404,818
19245,Oak/Pine,31,95892,352
19245,Oak/Gum/Cypress,15,57335,221
19246,Oak/Hickory,16,1690645,3797
19248,Elm/Ash/Cottonwood,16,18885,248
19255,Oak/Gum/Cypress,15,57335,221
19258,Oak/Gum/Cypress,15,57335,221
19258,Elm/Ash/Cottonwood,16,18885,248
19259,Loblolly/Shortleaf Pine,92,375404,818
19259,Oak/Pine,77,95892,352
19260,Oak/Hickory,31,1690645,3797
19262,Loblolly/Shortleaf Pine,31,375404,818
19273,Oak/Hickory,15,1690645,3797
19274,Oak/Pine,15,95892,352
19281,Oak/Hickory,15,1690645,3797
19292,Oak/Hickory,15,1690645,3797
19297,Loblolly/Shortleaf Pine,293,375404,818
19297,Oak/Pine,416,95892,352
19301,Oak/Hickory,15,1690645,3797
19302,Oak/Hickory,77,1690645,3797
19304,Loblolly/Shortleaf Pine,138,375404,818
19304,Oak/Hickory,48,1690645,3797
19305,Oak/Hickory,47,1690645,3797
19308,Oak/Hickory,16,1690645,3797
19309,Loblolly/Shortleaf Pine,123,375404,818
19309,Oak/Pine,61,95892,352
19316,Loblolly/Shortleaf Pine,76,375404,818
19316,Oak/Hickory,45,1690645,3797
19319,Oak/Hickory,15,1690645,3797
19319,Oak/Gum/Cypress,16,57335,221
19323,Oak/Pine,28,95892,352
19324,Oak/Hickory,17,1690645,3797
19328,Loblolly/Shortleaf Pine,31,375404,818
19329,Loblolly/Shortleaf Pine,15,375404,818
19329,Oak/Pine,15,95892,352
19329,Oak/Hickory,31,1690645,3797
19335,Oak/Hickory,15,1690645,3797
19336,Loblolly/Shortleaf Pine,724,375404,818
19336,Oak/Pine,185,95892,352
19336,Oak/Hickory,15,1690645,3797
19338,Oak/Hickory,32,1690645,3797
19339,Oak/Pine,15,95892,352
19340,Loblolly/Shortleaf Pine,15,375404,818
19340,Oak/Hickory,31,1690645,3797
19345,Oak/Hickory,15,1690645,3797
19345,Oak/Gum/Cypress,15,57335,221
19348,Oak/Hickory,31,1690645,3797
19348,Oak/Gum/Cypress,15,57335,221
19349,Loblolly/Shortleaf Pine,15,375404,818
19350,Oak/Hickory,30,1690645,3797
19352,Loblolly/Shortleaf Pine,76,375404,818
19352,Oak/Pine,15,95892,352
19355,Oak/Hickory,15,1690645,3797
19356,Oak/Hickory,15,1690645,3797
19359,Loblolly/Shortleaf Pine,31,375404,818
19359,Oak/Pine,15,95892,352
19359,Oak/Hickory,124,1690645,3797
19359,Oak/Gum/Cypress,153,57335,221
19360,Oak/Hickory,16,1690645,3797
19361,Oak/Hickory,15,1690645,3797
19368,Oak/Hickory,15,1690645,3797
19369,Oak/Hickory,15,1690645,3797
19370,Oak/Hickory,15,1690645,3797
19373,Oak/Hickory,18,1690645,3797
19377,Loblolly/Shortleaf Pine,15,375404,818
19378,Loblolly/Shortleaf Pine,62,375404,818
19380,Loblolly/Shortleaf Pine,32,375404,818
19380,Oak/Hickory,244,1690645,3797
19383,Loblolly/Shortleaf Pine,384,375404,818
19383,Oak/Pine,141,95892,352
19392,Oak/Hickory,31,1690645,3797
19393,Oak/Hickory,15,1690645,3797
19405,Oak/Hickory,16,1690645,3797
19405,Maple/Beech/Birch,15,116427,163
19407,Oak/Hickory,14,1690645,3797
19408,Loblolly/Shortleaf Pine,31,375404,818
19409,Oak/Gum/Cypress,16,57335,221
19413,Loblolly/Shortleaf Pine,33563,375404,818
19413,Oak/Pine,1440,95892,352
19413,Oak/Hickory,16268,1690645,3797
19413,Oak/Gum/Cypress,3826,57335,221
19413,Elm/Ash/Cottonwood,15,18885,248
19414,Oak/Hickory,16,1690645,3797
19416,Oak/Hickory,15,1690645,3797
19417,Oak/Hickory,31,1690645,3797
19419,Oak/Pine,15,95892,352
19419,Oak/Hickory,62,1690645,3797
19424,Loblolly/Shortleaf Pine,78,375404,818
19424,Oak/Pine,15,95892,352
19426,Loblolly/Shortleaf Pine,138,375404,818
19426,Oak/Pine,47,95892,352
19427,Loblolly/Shortleaf Pine,46,375404,818
19427,Oak/Pine,15,95892,352
19427,Oak/Hickory,63,1690645,3797
19428,Oak/Hickory,45,1690645,3797
19429,Loblolly/Shortleaf Pine,215,375404,818
19429,Oak/Pine,61,95892,352
19429,Oak/Hickory,16,1690645,3797
19447,Oak/Hickory,15,1690645,3797
19453,Loblolly/Shortleaf Pine,15,375404,818
19454,Oak/Hickory,15,1690645,3797
19458,Oak/Hickory,17,1690645,3797
19459,Oak/Gum/Cypress,46,57335,221
19463,Loblolly/Shortleaf Pine,31,375404,818
19464,Loblolly/Shortleaf Pine,46,375404,818
19469,Oak/Gum/Cypress,16,57335,221
19472,Oak/Hickory,15,1690645,3797
19473,Loblolly/Shortleaf Pine,31,375404,818
19475,Oak/Hickory,16,1690645,3797
19477,Oak/Hickory,15,1690645,3797
19485,Oak/Hickory,15,1690645,3797
19487,Loblolly/Shortleaf Pine,381,375404,818
19487,Oak/Pine,203,95892,352
19487,Oak/Hickory,1490,1690645,3797
19487,Oak/Gum/Cypress,124,57335,221
19490,Loblolly/Shortleaf Pine,31,375404,818
19493,Loblolly/Shortleaf Pine,15,375404,818
19497,Loblolly/Shortleaf Pine,198,375404,818
19500,Loblolly/Shortleaf Pine,31,375404,818
19500,Oak/Pine,15,95892,352
19500,Oak/Hickory,31,1690645,3797
19502,Loblolly/Shortleaf Pine,31,375404,818
19503,Oak/Hickory,30,1690645,3797
19504,Loblolly/Shortleaf Pine,17,375404,818
19512,Oak/Pine,30,95892,352
19517,Loblolly/Shortleaf Pine,44,375404,818
19517,Oak/Pine,15,95892,352
19517,Oak/Hickory,63,1690645,3797
19518,Loblolly/Shortleaf Pine,17,375404,818
19521,Oak/Hickory,15,1690645,3797
19525,Loblolly/Shortleaf Pine,16,375404,818
19528,Loblolly/Shortleaf Pine,16,375404,818
19531,Elm/Ash/Cottonwood,16,18885,248
19534,Loblolly/Shortleaf Pine,93,375404,818
19534,Oak/Pine,31,95892,352
19538,Oak/Hickory,0,1690645,3797
19541,Loblolly/Shortleaf Pine,15,375404,818
19542,Oak/Pine,15,95892,352
19543,Oak/Pine,15,95892,352
19543,Oak/Hickory,60,1690645,3797
19550,Maple/Beech/Birch,16,116427,163
19558,Oak/Hickory,16,1690645,3797
19559,Oak/Hickory,15,1690645,3797
19564,Oak/Hickory,45,1690645,3797
19568,Loblolly/Shortleaf Pine,33,375404,818
19578,Oak/Gum/Cypress,15,57335,221
19583,Loblolly/Shortleaf Pine,693,375404,818
19583,Oak/Pine,233,95892,352
19583,Oak/Hickory,122,1690645,3797
19586,Oak/Hickory,29,1690645,3797
19588,Loblolly/Shortleaf Pine,15,375404,818
19588,Oak/Hickory,16,1690645,3797
19592,Oak/Hickory,405,1690645,3797
19593,Loblolly/Shortleaf Pine,30,375404,818
19593,Oak/Hickory,910,1690645,3797
19593,Oak/Gum/Cypress,76,57335,221
19598,Oak/Hickory,32,1690645,3797
19600,Loblolly/Shortleaf Pine,38593,375404,818
19600,Oak/Pine,1268,95892,352
19600,Oak/Hickory,11440,1690645,3797
19600,Oak/Gum/Cypress,8758,57335,221
19600,Elm/Ash/Cottonwood,62,18885,248
19602,Loblolly/Shortleaf Pine,15,375404,818
19602,Oak/Hickory,75,1690645,3797
19608,Oak/Pine,16,95892,352
19608,Oak/Hickory,32,1690645,3797
19616,Loblolly/Shortleaf Pine,30,375404,818
19616,Oak/Hickory,16,1690645,3797
19624,Oak/Gum/Cypress,15,57335,221
19635,Oak/Hickory,30,1690645,3797
19637,Oak/Hickory,16,1690645,3797
19639,Oak/Hickory,16,1690645,3797
19645,Oak/Hickory,46,1690645,3797
19646,Loblolly/Shortleaf Pine,7584,375404,818
19646,Oak/Pine,278,95892,352
19646,Oak/Hickory,1968,1690645,3797
19646,Oak/Gum/Cypress,61,57335,221
19650,Oak/Hickory,16,1690645,3797
19658,Oak/Gum/Cypress,76,57335,221
19662,Oak/Gum/Cypress,15,57335,221
19667,Oak/Hickory,15,1690645,3797
19669,Oak/Hickory,16,1690645,3797
19677,Oak/Hickory,16,1690645,3797
19678,Oak/Gum/Cypress,27,57335,221
19679,Oak/Gum/Cypress,30,57335,221
19686,Loblolly/Shortleaf Pine,15,375404,818
19687,Oak/Hickory,31,1690645,3797
19689,Oak/Hickory,16,1690645,3797
19691,Loblolly/Shortleaf Pine,15,375404,818
19691,Oak/Hickory,15,1690645,3797
19698,Oak/Hickory,16,1690645,3797
19700,Oak/Hickory,16,1690645,3797
19703,Loblolly/Shortleaf Pine,17,375404,818
19715,Loblolly/Shortleaf Pine,15,375404,818
19718,Loblolly/Shortleaf Pine,2176,375404,818
19718,Oak/Pine,63,95892,352
19718,Oak/Hickory,1967,1690645,3797
19718,Oak/Gum/Cypress,30,57335,221
19718,Elm/Ash/Cottonwood,457,18885,248
19721,Loblolly/Shortleaf Pine,1051,375404,818
19721,Oak/Pine,126,95892,352
19721,Oak/Hickory,1202,1690645,3797
19721,Oak/Gum/Cypress,92,57335,221
19725,Oak/Hickory,77,1690645,3797
19727,Oak/Hickory,31,1690645,3797
19728,Oak/Hickory,30,1690645,3797
19731,Oak/Hickory,61,1690645,3797
19735,Oak/Hickory,61,1690645,3797
19738,Oak/Hickory,16,1690645,3797
19744,Loblolly/Shortleaf Pine,15,375404,818
19752,Oak/Hickory,16,1690645,3797
19753,Loblolly/Shortleaf Pine,15,375404,818
19753,Oak/Hickory,47,1690645,3797
19754,Loblolly/Shortleaf Pine,184,375404,818
19754,Oak/Hickory,684,1690645,3797
19754,Oak/Gum/Cypress,15,57335,221
19758,Oak/Hickory,16,1690645,3797
19760,Oak/Hickory,30,1690645,3797
19768,Loblolly/Shortleaf Pine,31,375404,818
19769,Loblolly/Shortleaf Pine,30,375404,818
19770,Oak/Hickory,17,1690645,3797
19781,Oak/Hickory,15,1690645,3797
19792,Loblolly/Shortleaf Pine,15,375404,818
19792,Oak/Hickory,16,1690645,3797
19796,Oak/Hickory,77,1690645,3797
19797,Loblolly/Shortleaf Pine,15,375404,818
19797,Oak/Hickory,14,1690645,3797
19798,Loblolly/Shortleaf Pine,53,375404,818
19798,Oak/Pine,105,95892,352
19798,Oak/Hickory,519,1690645,3797
19800,Loblolly/Shortleaf Pine,15,375404,818
19803,Oak/Hickory,15,1690645,3797
19809,Oak/Pine,16,95892,352
19813,Loblolly/Shortleaf Pine,16,375404,818
19816,Oak/Hickory,16,1690645,3797
19819,Oak/Hickory,15,1690645,3797
19820,Loblolly/Shortleaf Pine,15,375404,818
19820,Oak/Hickory,15,1690645,3797
19829,Oak/Hickory,17,1690645,3797
19829,Elm/Ash/Cottonwood,15,18885,248
19834,Oak/Gum/Cypress,16,57335,221
19836,Oak/Hickory,60,1690645,3797
19837,Loblolly/Shortleaf Pine,15,375404,818
19837,Oak/Hickory,31,1690645,3797
19838,Loblolly/Shortleaf Pine,15,375404,818
19838,Oak/Hickory,15,1690645,3797
19840,Oak/Hickory,15,1690645,3797
19847,Oak/Hickory,15,1690645,3797
19850,Loblolly/Shortleaf Pine,1436,375404,818
19850,Oak/Pine,48,95892,352
19866,Oak/Hickory,15,1690645,3797
19874,Oak/Hickory,124,1690645,3797
19878,Oak/Hickory,16,1690645,3797
19891,Oak/Gum/Cypress,15,57335,221
19897,Oak/Hickory,16,1690645,3797
19898,Maple/Beech/Birch,15,116427,163
19902,Loblolly/Shortleaf Pine,31,375404,818
19902,Oak/Hickory,92,1690645,3797
19903,Loblolly/Shortleaf Pine,17,375404,818
19908,Loblolly/Shortleaf Pine,16,375404,818
19915,Oak/Hickory,16,1690645,3797
19916,Oak/Hickory,31,1690645,3797
19919,Oak/Hickory,16,1690645,3797
19920,Oak/Hickory,31,1690645,3797
19932,Loblolly/Shortleaf Pine,31,375404,818
19932,Oak/Hickory,76,1690645,3797
19934,Loblolly/Shortleaf Pine,33,375404,818
19934,Oak/Hickory,137,1690645,3797
19935,Loblolly/Shortleaf Pine,93,375404,818
19935,Oak/Hickory,138,1690645,3797
19937,Oak/Hickory,16,1690645,3797
19941,Oak/Hickory,16,1690645,3797
19941,Maple/Beech/Birch,16,116427,163
19942,Oak/Hickory,16,1690645,3797
19944,Oak/Hickory,76,1690645,3797
19945,Loblolly/Shortleaf Pine,15,375404,818
19945,Oak/Hickory,17,1690645,3797
19947,Oak/Hickory,16,1690645,3797
19948,Oak/Hickory,16,1690645,3797
19949,Oak/Hickory,16,1690645,3797
19954,Oak/Hickory,16,1690645,3797
19960,Oak/Hickory,15,1690645,3797
19962,Oak/Hickory,15,1690645,3797
19973,Loblolly/Shortleaf Pine,17,375404,818
19973,Oak/Hickory,15,1690645,3797
19976,Loblolly/Shortleaf Pine,71,375404,818
19979,Oak/Hickory,16,1690645,3797
19980,Oak/Hickory,30,1690645,3797
19983,Loblolly/Shortleaf Pine,15,375404,818
19990,Oak/Hickory,76,1690645,3797
19991,Oak/Gum/Cypress,14,57335,221
20001,Oak/Hickory,16,1690645,3797
20003,Oak/Hickory,16,1690645,3797
20005,Loblolly/Shortleaf Pine,30,375404,818
20007,Oak/Hickory,31,1690645,3797
20019,Loblolly/Shortleaf Pine,15,375404,818
20021,Oak/Pine,15,95892,352
20022,Loblolly/Shortleaf Pine,61,375404,818
20025,Loblolly/Shortleaf Pine,63,375404,818
20026,Oak/Hickory,31,1690645,3797
20027,Loblolly/Shortleaf Pine,15,375404,818
20029,Oak/Hickory,92,1690645,3797
20032,Loblolly/Shortleaf Pine,15,375404,818
20034,Oak/Hickory,15,1690645,3797
20037,Oak/Hickory,15,1690645,3797
20038,Loblolly/Shortleaf Pine,31,375404,818
20040,Loblolly/Shortleaf Pine,15,375404,818
20042,Oak/Hickory,16,1690645,3797
20050,Oak/Gum/Cypress,16,57335,221
20051,Oak/Hickory,91,1690645,3797
20053,Loblolly/Shortleaf Pine,30,375404,818
20053,Oak/Hickory,81,1690645,3797
20054,Oak/Pine,16,95892,352
20059,Oak/Hickory,16,1690645,3797
20062,Oak/Hickory,15,1690645,3797
20064,Oak/Hickory,31,1690645,3797
20068,Oak/Hickory,17,1690645,3797
20071,Oak/Hickory,264,1690645,3797
20072,Oak/Pine,16,95892,352
20072,Oak/Hickory,16,1690645,3797
20073,Oak/Hickory,16,1690645,3797
20074,Loblolly/Shortleaf Pine,32,375404,818
20076,Loblolly/Shortleaf Pine,896,375404,818
20076,Oak/Pine,77,95892,352
20076,Oak/Hickory,417,1690645,3797
20076,Oak/Gum/Cypress,31,57335,221
20077,Loblolly/Shortleaf Pine,24823,375404,818
20077,Oak/Pine,1000,95892,352
20077,Oak/Hickory,9621,1690645,3797
20077,Oak/Gum/Cypress,1019,57335,221
20079,Loblolly/Shortleaf Pine,16,375404,818
20080,Elm/Ash/Cottonwood,15,18885,248
20081,Oak/Hickory,16,1690645,3797
20088,Oak/Hickory,16,1690645,3797
20088,Oak/Gum/Cypress,15,57335,221
20089,Oak/Hickory,138,1690645,3797
20091,Oak/Gum/Cypress,16,57335,221
20099,Oak/Hickory,15,1690645,3797
20101,Oak/Hickory,15,1690645,3797
20107,Oak/Hickory,16,1690645,3797
20108,Oak/Hickory,31,1690645,3797
20110,Oak/Gum/Cypress,15,57335,221
20111,Loblolly/Shortleaf Pine,26,375404,818
20111,Oak/Hickory,30,1690645,3797
20112,Oak/Hickory,16,1690645,3797
20114,Loblolly/Shortleaf Pine,16,375404,818
20115,Loblolly/Shortleaf Pine,15,375404,818
20115,Oak/Hickory,106,1690645,3797
20117,Loblolly/Shortleaf Pine,45,375404,818
20117,Oak/Gum/Cypress,15,57335,221
20118,Oak/Hickory,30,1690645,3797
20120,Oak/Hickory,16,1690645,3797
20122,Oak/Hickory,15,1690645,3797
20122,Oak/Gum/Cypress,34,57335,221
20123,Loblolly/Shortleaf Pine,76,375404,818
20123,Oak/Hickory,122,1690645,3797
20125,Oak/Hickory,62,1690645,3797
20126,Loblolly/Shortleaf Pine,453,375404,818
20126,Oak/Hickory,197,1690645,3797
20127,Oak/Hickory,15,1690645,3797
20128,Oak/Hickory,11,1690645,3797
20131,Loblolly/Shortleaf Pine,76,375404,818
20132,Oak/Pine,16,95892,352
20137,Loblolly/Shortleaf Pine,126,375404,818
20139,Oak/Hickory,48,1690645,3797
20139,Oak/Gum/Cypress,30,57335,221
20140,Oak/Hickory,16,1690645,3797
20141,Oak/Hickory,45,1690645,3797
20142,Oak/Hickory,15,1690645,3797
20145,Loblolly/Shortleaf Pine,78,375404,818
20145,Oak/Hickory,16,1690645,3797
20146,Oak/Hickory,16,1690645,3797
20148,Oak/Hickory,15,1690645,3797
20149,Loblolly/Shortleaf Pine,46,375404,818
20149,Oak/Hickory,31,1690645,3797
20151,Loblolly/Shortleaf Pine,137,375404,818
20151,Oak/Hickory,156,1690645,3797
20152,Loblolly/Shortleaf Pine,15,375404,818
20152,Oak/Hickory,16,1690645,3797
20153,Loblolly/Shortleaf Pine,141,375404,818
20153,Oak/Hickory,153,1690645,3797
20154,Loblolly/Shortleaf Pine,47,375404,818
20155,Oak/Hickory,15,1690645,3797
20157,Oak/Hickory,61,1690645,3797
20158,Oak/Hickory,16,1690645,3797
20159,Loblolly/Shortleaf Pine,48,375404,818
20159,Oak/Hickory,140,1690645,3797
20160,Loblolly/Shortleaf Pine,15,375404,818
20162,Loblolly/Shortleaf Pine,15,375404,818
20163,Oak/Hickory,15,1690645,3797
20164,Oak/Hickory,93,1690645,3797
20166,Loblolly/Shortleaf Pine,216,375404,818
20166,Oak/Hickory,139,1690645,3797
20167,Loblolly/Shortleaf Pine,15,375404,818
20168,Loblolly/Shortleaf Pine,76,375404,818
20168,Oak/Hickory,64,1690645,3797
20170,Loblolly/Shortleaf Pine,61,375404,818
20171,Loblolly/Shortleaf Pine,30,375404,818
20173,Loblolly/Shortleaf Pine,15,375404,818
20173,Oak/Hickory,31,1690645,3797
20174,Loblolly/Shortleaf Pine,63,375404,818
20174,Oak/Hickory,108,1690645,3797
20175,Loblolly/Shortleaf Pine,30,375404,818
20176,Oak/Hickory,31,1690645,3797
20177,Loblolly/Shortleaf Pine,15,375404,818
20180,Oak/Hickory,31,1690645,3797
20182,Loblolly/Shortleaf Pine,16,375404,818
20182,Oak/Hickory,45,1690645,3797
20185,Loblolly/Shortleaf Pine,45,375404,818
20188,Oak/Hickory,46,1690645,3797
20192,Loblolly/Shortleaf Pine,16,375404,818
20193,Oak/Hickory,15,1690645,3797
20196,Oak/Hickory,14,1690645,3797
20197,Oak/Pine,15,95892,352
20198,Loblolly/Shortleaf Pine,16,375404,818
20200,Loblolly/Shortleaf Pine,16,375404,818
20201,Oak/Hickory,16,1690645,3797
20202,Oak/Hickory,31,1690645,3797
20202,Oak/Gum/Cypress,15,57335,221
20204,Loblolly/Shortleaf Pine,16,375404,818
20204,Oak/Hickory,279,1690645,3797
20205,Loblolly/Shortleaf Pine,883,375404,818
20205,Oak/Hickory,427,1690645,3797
20206,Loblolly/Shortleaf Pine,62,375404,818
20208,Oak/Hickory,17,1690645,3797
20210,Oak/Hickory,30,1690645,3797
20211,Loblolly/Shortleaf Pine,15,375404,818
20212,Oak/Hickory,15,1690645,3797
20214,Loblolly/Shortleaf Pine,15,375404,818
20215,Loblolly/Shortleaf Pine,16,375404,818
20216,Oak/Hickory,31,1690645,3797
20218,Oak/Hickory,16,1690645,3797
20219,Oak/Hickory,31,1690645,3797
20220,Loblolly/Shortleaf Pine,15,375404,818
20221,Oak/Hickory,15,1690645,3797
20222,Oak/Hickory,30,1690645,3797
20224,Oak/Hickory,17,1690645,3797
20226,Oak/Hickory,46,1690645,3797
20227,Loblolly/Shortleaf Pine,94,375404,818
20227,Oak/Hickory,30,1690645,3797
20228,Loblolly/Shortleaf Pine,16,375404,818
20231,Loblolly/Shortleaf Pine,31,375404,818
20231,Oak/Pine,15,95892,352
20231,Oak/Hickory,17,1690645,3797
20232,Oak/Hickory,46,1690645,3797
20233,Loblolly/Shortleaf Pine,17,375404,818
20234,Loblolly/Shortleaf Pine,15,375404,818
20235,Oak/Hickory,15,1690645,3797
20236,Oak/Hickory,62,1690645,3797
20238,Oak/Pine,15,95892,352
20239,Loblolly/Shortleaf Pine,16,375404,818
20240,Oak/Hickory,16,1690645,3797
20241,Loblolly/Shortleaf Pine,15,375404,818
20243,Loblolly/Shortleaf Pine,357,375404,818
20243,Oak/Pine,61,95892,352
20243,Oak/Gum/Cypress,63,57335,221
20246,Loblolly/Shortleaf Pine,372,375404,818
20246,Oak/Hickory,525,1690645,3797
20248,Oak/Hickory,17,1690645,3797
20249,Oak/Hickory,34,1690645,3797
20251,Loblolly/Shortleaf Pine,31,375404,818
20251,Oak/Pine,15,95892,352
20251,Oak/Hickory,78,1690645,3797
20252,Loblolly/Shortleaf Pine,153,375404,818
20252,Oak/Pine,45,95892,352
20252,Oak/Hickory,202,1690645,3797
20252,Oak/Gum/Cypress,31,57335,221
20253,Oak/Hickory,16,1690645,3797
20255,Oak/Hickory,16,1690645,3797
20259,Loblolly/Shortleaf Pine,30,375404,818
20259,Oak/Hickory,30,1690645,3797
20260,Loblolly/Shortleaf Pine,17,375404,818
20261,Loblolly/Shortleaf Pine,92,375404,818
20264,Loblolly/Shortleaf Pine,33,375404,818
20265,Oak/Hickory,16,1690645,3797
20267,Loblolly/Shortleaf Pine,15,375404,818
20270,Loblolly/Shortleaf Pine,15,375404,818
20271,Loblolly/Shortleaf Pine,1373,375404,818
20271,Oak/Pine,266,95892,352
20271,Oak/Hickory,1014,1690645,3797
20271,Oak/Gum/Cypress,16,57335,221
20272,Loblolly/Shortleaf Pine,16,375404,818
20275,Loblolly/Shortleaf Pine,16,375404,818
20277,Loblolly/Shortleaf Pine,15,375404,818
20278,Oak/Hickory,15,1690645,3797
20280,Oak/Hickory,46,1690645,3797
20281,Loblolly/Shortleaf Pine,15,375404,818
20281,Oak/Hickory,16,1690645,3797
20282,Loblolly/Shortleaf Pine,30,375404,818
20283,Loblolly/Shortleaf Pine,16,375404,818
20283,Oak/Hickory,79,1690645,3797
20287,Loblolly/Shortleaf Pine,16,375404,818
20288,Loblolly/Shortleaf Pine,17,375404,818
20289,Oak/Hickory,16,1690645,3797
20291,Loblolly/Shortleaf Pine,92,375404,818
20291,Oak/Pine,15,95892,352
20292,Oak/Hickory,15,1690645,3797
20298,Oak/Hickory,16,1690645,3797
20299,Loblolly/Shortleaf Pine,61,375404,818
20299,Oak/Hickory,185,1690645,3797
20305,Oak/Hickory,15,1690645,3797
20306,Loblolly/Shortleaf Pine,352,375404,818
20311,Oak/Hickory,17,1690645,3797
20313,Loblolly/Shortleaf Pine,15,375404,818
20314,Oak/Hickory,187,1690645,3797
