patch_id,FIA_Group,patch_acres,acres,num_patches
8,White/Red/Jack Pine,1547,1989,15
8,Longleaf/Slash Pine,728,728,1
8,Loblolly/Shortleaf Pine,5963,375404,818
8,Pinyon/Juniper,15,283,7
8,Exotic Softwoods,630,646,2
8,Oak/Pine,2055,95892,352
8,Oak/Hickory,583183,1690645,3797
8,Elm/Ash/Cottonwood,1294,18885,248
8,Maple/Beech/Birch,110915,116427,163
11963,Oak/Hickory,14,1690645,3797
11963,Maple/Beech/Birch,15,116427,163
11998,Oak/Hickory,108,1690645,3797
12027,Maple/Beech/Birch,15,116427,163
12028,Oak/Hickory,15,1690645,3797
12033,Oak/Hickory,15,1690645,3797
12033,Maple/Beech/Birch,61,116427,163
12035,Oak/Hickory,15,1690645,3797
12057,Oak/Hickory,15,1690645,3797
12094,Oak/Hickory,76,1690645,3797
12094,Maple/Beech/Birch,15,116427,163
12095,Maple/Beech/Birch,15,116427,163
12110,Oak/Hickory,15,1690645,3797
12111,Maple/Beech/Birch,14,116427,163
12115,Oak/Hickory,61,1690645,3797
12116,Oak/Hickory,16,1690645,3797
12116,Maple/Beech/Birch,16,116427,163
12117,Oak/Hickory,61,1690645,3797
12119,Oak/Hickory,28,1690645,3797
12122,Oak/Hickory,16,1690645,3797
12126,Oak/Hickory,6,1690645,3797
12126,Maple/Beech/Birch,16,116427,163
12132,Oak/Hickory,15,1690645,3797
12150,Oak/Hickory,16,1690645,3797
12152,Oak/Hickory,26,1690645,3797
12163,Oak/Hickory,914,1690645,3797
12169,Oak/Hickory,16,1690645,3797
12181,Oak/Hickory,344,1690645,3797
12181,Maple/Beech/Birch,16,116427,163
12183,Oak/Hickory,62,1690645,3797
12191,Oak/Hickory,16,1690645,3797
12195,Oak/Hickory,100,1690645,3797
12197,Oak/Hickory,0,1690645,3797
12199,Oak/Hickory,78,1690645,3797
12199,Maple/Beech/Birch,16,116427,163
12206,Oak/Hickory,15,1690645,3797
12207,Oak/Hickory,16,1690645,3797
12208,Oak/Hickory,15,1690645,3797
12209,Oak/Hickory,520,1690645,3797
12209,Maple/Beech/Birch,14,116427,163
12210,Oak/Pine,32,95892,352
12215,Oak/Hickory,15,1690645,3797
12224,Oak/Hickory,4296,1690645,3797
12224,Elm/Ash/Cottonwood,78,18885,248
12224,Maple/Beech/Birch,31,116427,163
12229,Oak/Hickory,15,1690645,3797
12231,Oak/Hickory,1447,1690645,3797
12231,Maple/Beech/Birch,31,116427,163
12233,Oak/Hickory,15,1690645,3797
12235,Oak/Hickory,33,1690645,3797
12237,Oak/Hickory,15,1690645,3797
12241,Oak/Hickory,16,1690645,3797
12242,Oak/Hickory,15,1690645,3797
12243,Oak/Hickory,11,1690645,3797
12249,Oak/Hickory,30,1690645,3797
12251,Maple/Beech/Birch,16,116427,163
12254,Oak/Hickory,15,1690645,3797
12256,Elm/Ash/Cottonwood,16,18885,248
12257,Oak/Hickory,31,1690645,3797
12258,Oak/Hickory,16,1690645,3797
12261,Oak/Pine,17,95892,352
12262,Oak/Hickory,699,1690645,3797
12263,Oak/Hickory,14,1690645,3797
12264,Oak/Hickory,16,1690645,3797
12267,Oak/Hickory,6881,1690645,3797
12267,Elm/Ash/Cottonwood,279,18885,248
12267,Maple/Beech/Birch,76,116427,163
12271,Oak/Hickory,12,1690645,3797
12271,Maple/Beech/Birch,11,116427,163
12272,Oak/Hickory,16,1690645,3797
12277,Oak/Hickory,28,1690645,3797
12278,Oak/Hickory,16,1690645,3797
12279,Oak/Hickory,15,1690645,3797
12281,Oak/Hickory,63,1690645,3797
12286,Oak/Hickory,16,1690645,3797
12287,Oak/Hickory,34,1690645,3797
12288,Oak/Hickory,16,1690645,3797
12289,Oak/Hickory,6,1690645,3797
12290,Oak/Hickory,10,1690645,3797
12293,Oak/Hickory,77,1690645,3797
12293,Maple/Beech/Birch,15,116427,163
12294,Oak/Hickory,14,1690645,3797
12295,Oak/Hickory,31,1690645,3797
12296,Oak/Hickory,698,1690645,3797
12297,Oak/Hickory,31,1690645,3797
12298,Oak/Hickory,16,1690645,3797
12299,Oak/Hickory,15,1690645,3797
12300,Oak/Hickory,31,1690645,3797
12302,Oak/Hickory,8,1690645,3797
12303,Oak/Hickory,358,1690645,3797
12303,Maple/Beech/Birch,61,116427,163
12306,Oak/Hickory,15,1690645,3797
12310,Oak/Hickory,15,1690645,3797
12311,Oak/Hickory,46,1690645,3797
12314,Oak/Hickory,31,1690645,3797
12315,Oak/Hickory,14,1690645,3797
12316,Loblolly/Shortleaf Pine,419,375404,818
12316,Oak/Hickory,7682,1690645,3797
12316,Aspen/Birch,93,417,4
12317,Oak/Hickory,231,1690645,3797
12318,Oak/Hickory,5,1690645,3797
12320,Loblolly/Shortleaf Pine,524,375404,818
12320,Oak/Hickory,4979,1690645,3797
12320,Elm/Ash/Cottonwood,30,18885,248
12320,Aspen/Birch,248,417,4
12321,Oak/Hickory,62,1690645,3797
12322,Oak/Hickory,14,1690645,3797
12323,Loblolly/Shortleaf Pine,785,375404,818
12323,Oak/Hickory,15405,1690645,3797
12323,Maple/Beech/Birch,15,116427,163
12323,Aspen/Birch,60,417,4
12324,Oak/Pine,7,95892,352
12325,Oak/Hickory,30,1690645,3797
12326,Oak/Hickory,18,1690645,3797
12328,Oak/Hickory,16,1690645,3797
12329,Oak/Hickory,159,1690645,3797
12330,Oak/Hickory,78,1690645,3797
12331,Oak/Hickory,61,1690645,3797
12332,Oak/Hickory,62,1690645,3797
12333,Oak/Hickory,30,1690645,3797
12334,Oak/Hickory,23,1690645,3797
12335,Oak/Hickory,33,1690645,3797
12336,Oak/Hickory,16,1690645,3797
12337,Oak/Hickory,12,1690645,3797
12338,Oak/Hickory,47,1690645,3797
12340,Oak/Hickory,22,1690645,3797
12341,Oak/Hickory,31,1690645,3797
12342,Oak/Hickory,15,1690645,3797
12343,Oak/Hickory,31,1690645,3797
12344,Oak/Hickory,16,1690645,3797
12345,Oak/Hickory,16,1690645,3797
12346,Oak/Hickory,46,1690645,3797
12347,Oak/Hickory,30,1690645,3797
12348,Oak/Hickory,32,1690645,3797
12350,Oak/Hickory,15,1690645,3797
12352,Oak/Hickory,76,1690645,3797
12353,Oak/Hickory,15,1690645,3797
12354,Oak/Hickory,32,1690645,3797
12356,Oak/Hickory,15,1690645,3797
12357,Oak/Hickory,16,1690645,3797
12359,Oak/Hickory,45,1690645,3797
12359,Maple/Beech/Birch,15,116427,163
12360,Oak/Hickory,15,1690645,3797
12361,Oak/Hickory,61,1690645,3797
12362,Oak/Hickory,16,1690645,3797
12363,Oak/Hickory,63,1690645,3797
12364,Oak/Hickory,14,1690645,3797
12365,Oak/Hickory,15,1690645,3797
12366,Oak/Hickory,169,1690645,3797
12367,Oak/Hickory,15,1690645,3797
12368,Oak/Hickory,31,1690645,3797
12370,Oak/Hickory,15,1690645,3797
12371,Oak/Hickory,142,1690645,3797
12373,Oak/Hickory,16,1690645,3797
12374,Oak/Hickory,31,1690645,3797
12375,Oak/Hickory,15,1690645,3797
12376,Oak/Hickory,45,1690645,3797
12377,Oak/Hickory,16,1690645,3797
12378,Oak/Hickory,15,1690645,3797
12379,Oak/Hickory,31,1690645,3797
12380,Oak/Hickory,29,1690645,3797
12381,Oak/Hickory,44,1690645,3797
12382,Loblolly/Shortleaf Pine,32,375404,818
12382,Oak/Hickory,243,1690645,3797
12383,Oak/Hickory,16,1690645,3797
12384,Oak/Hickory,648,1690645,3797
12384,Maple/Beech/Birch,44,116427,163
12387,Oak/Hickory,32,1690645,3797
12388,Oak/Hickory,31,1690645,3797
12389,Oak/Hickory,93,1690645,3797
12390,Oak/Hickory,157,1690645,3797
12391,Oak/Hickory,16,1690645,3797
12392,Oak/Hickory,92,1690645,3797
12393,Oak/Hickory,46,1690645,3797
12394,Oak/Hickory,30,1690645,3797
12395,Oak/Hickory,16,1690645,3797
12396,Oak/Hickory,16,1690645,3797
12397,Oak/Hickory,27,1690645,3797
12398,Oak/Hickory,29,1690645,3797
12399,Oak/Hickory,16,1690645,3797
12400,White/Red/Jack Pine,15,1989,15
12400,Oak/Hickory,171,1690645,3797
12401,Oak/Hickory,1778,1690645,3797
12402,Oak/Hickory,136,1690645,3797
12403,Oak/Hickory,78,1690645,3797
12405,Oak/Hickory,43,1690645,3797
12406,Oak/Hickory,31,1690645,3797
12406,Maple/Beech/Birch,107,116427,163
12407,Oak/Hickory,47,1690645,3797
12408,Oak/Hickory,29,1690645,3797
12409,Oak/Hickory,15,1690645,3797
12410,Oak/Hickory,16,1690645,3797
12411,Oak/Hickory,15,1690645,3797
12413,Oak/Hickory,16,1690645,3797
12414,Oak/Hickory,15,1690645,3797
12415,Oak/Hickory,15,1690645,3797
12416,Oak/Hickory,77,1690645,3797
12416,Maple/Beech/Birch,14,116427,163
12417,Oak/Hickory,16,1690645,3797
12418,Oak/Hickory,201,1690645,3797
12419,Oak/Hickory,15,1690645,3797
12420,Oak/Hickory,16,1690645,3797
12421,Oak/Hickory,61,1690645,3797
12423,Oak/Hickory,61,1690645,3797
12424,Oak/Hickory,15,1690645,3797
12425,Oak/Hickory,16,1690645,3797
12426,Oak/Hickory,15,1690645,3797
12427,Oak/Hickory,109,1690645,3797
12427,Maple/Beech/Birch,32,116427,163
12428,Oak/Hickory,16,1690645,3797
12429,Oak/Hickory,105,1690645,3797
12430,Oak/Pine,16,95892,352
12431,Oak/Hickory,62,1690645,3797
12432,Oak/Hickory,16,1690645,3797
12433,Oak/Hickory,78,1690645,3797
12436,Oak/Hickory,273,1690645,3797
12437,Oak/Hickory,587,1690645,3797
12437,Maple/Beech/Birch,15,116427,163
12438,Oak/Hickory,31,1690645,3797
12439,Oak/Hickory,15,1690645,3797
12440,Oak/Hickory,31,1690645,3797
12441,Oak/Hickory,48,1690645,3797
12443,Oak/Hickory,47,1690645,3797
12444,Oak/Hickory,46,1690645,3797
12445,Oak/Hickory,16,1690645,3797
12446,Oak/Hickory,186,1690645,3797
12447,Oak/Hickory,32,1690645,3797
12448,Loblolly/Shortleaf Pine,62,375404,818
12448,Oak/Hickory,764,1690645,3797
12448,Maple/Beech/Birch,16,116427,163
12450,Oak/Hickory,432,1690645,3797
12451,Oak/Hickory,94,1690645,3797
12452,Oak/Hickory,31,1690645,3797
12453,Oak/Hickory,15,1690645,3797
12454,Oak/Hickory,16,1690645,3797
12456,Oak/Hickory,15,1690645,3797
12457,Oak/Hickory,15,1690645,3797
12458,Oak/Hickory,416,1690645,3797
12460,Oak/Pine,15,95892,352
12460,Oak/Hickory,31,1690645,3797
12461,Oak/Hickory,16,1690645,3797
12462,Oak/Hickory,121,1690645,3797
12463,Oak/Hickory,15,1690645,3797
12464,Oak/Hickory,15,1690645,3797
12465,Oak/Hickory,15,1690645,3797
12466,Oak/Hickory,47,1690645,3797
12468,Oak/Hickory,15,1690645,3797
12470,Oak/Hickory,16,1690645,3797
12472,Oak/Hickory,78,1690645,3797
12473,Oak/Hickory,16,1690645,3797
12474,Oak/Hickory,30,1690645,3797
12475,Oak/Hickory,15,1690645,3797
12476,Oak/Hickory,15,1690645,3797
12477,Oak/Hickory,30,1690645,3797
12478,Oak/Hickory,31,1690645,3797
12479,Oak/Hickory,31,1690645,3797
12480,Oak/Hickory,16,1690645,3797
12481,Oak/Hickory,15,1690645,3797
12482,Oak/Hickory,32,1690645,3797
12483,Oak/Hickory,15,1690645,3797
12484,Oak/Hickory,78,1690645,3797
12485,Oak/Hickory,15,1690645,3797
12486,Oak/Hickory,78,1690645,3797
12488,Oak/Hickory,30,1690645,3797
12489,Oak/Hickory,46,1690645,3797
12490,Oak/Hickory,28,1690645,3797
12491,Oak/Hickory,16,1690645,3797
12492,Oak/Hickory,16,1690645,3797
12493,Oak/Hickory,185,1690645,3797
12493,Elm/Ash/Cottonwood,45,18885,248
12494,Oak/Hickory,15,1690645,3797
12495,Oak/Hickory,31,1690645,3797
12496,Oak/Hickory,61,1690645,3797
12498,Oak/Hickory,16,1690645,3797
12499,Oak/Hickory,47,1690645,3797
12500,Oak/Hickory,15,1690645,3797
12501,Oak/Hickory,15,1690645,3797
12503,Oak/Hickory,16,1690645,3797
12504,Oak/Hickory,359,1690645,3797
12505,Oak/Hickory,31,1690645,3797
12506,Oak/Hickory,30,1690645,3797
12506,Maple/Beech/Birch,15,116427,163
12507,Oak/Hickory,15,1690645,3797
12508,Oak/Hickory,30,1690645,3797
12509,Oak/Hickory,62,1690645,3797
12510,Oak/Hickory,15,1690645,3797
12511,Oak/Hickory,79,1690645,3797
12512,Oak/Hickory,15,1690645,3797
12513,Oak/Hickory,15,1690645,3797
12514,Oak/Hickory,16,1690645,3797
12515,Oak/Hickory,31,1690645,3797
12516,Oak/Hickory,15,1690645,3797
12517,Loblolly/Shortleaf Pine,15,375404,818
12517,Elm/Ash/Cottonwood,16,18885,248
12518,Oak/Hickory,15,1690645,3797
12519,Oak/Hickory,31,1690645,3797
12520,Oak/Hickory,47,1690645,3797
12521,Oak/Hickory,32,1690645,3797
12522,Oak/Hickory,15,1690645,3797
12523,Oak/Hickory,79,1690645,3797
12524,Oak/Hickory,79,1690645,3797
12525,Oak/Hickory,15,1690645,3797
12527,Oak/Hickory,15,1690645,3797
12528,Oak/Hickory,44,1690645,3797
12529,Oak/Hickory,15,1690645,3797
12530,Oak/Hickory,30,1690645,3797
12531,Oak/Hickory,15,1690645,3797
12532,Oak/Hickory,32,1690645,3797
12533,Oak/Hickory,15,1690645,3797
12535,Oak/Hickory,16,1690645,3797
12537,Oak/Hickory,185,1690645,3797
12538,Oak/Hickory,15,1690645,3797
12539,Oak/Hickory,15,1690645,3797
12540,Oak/Hickory,139,1690645,3797
12541,Oak/Hickory,16,1690645,3797
12542,Oak/Hickory,31,1690645,3797
12543,Oak/Hickory,16,1690645,3797
12544,Oak/Hickory,15,1690645,3797
12545,Oak/Hickory,79,1690645,3797
12546,Oak/Hickory,47,1690645,3797
12547,Oak/Hickory,15,1690645,3797
12548,Oak/Hickory,511,1690645,3797
12548,Maple/Beech/Birch,15,116427,163
12549,Oak/Hickory,32,1690645,3797
12550,Oak/Hickory,16,1690645,3797
12551,Maple/Beech/Birch,15,116427,163
12552,Oak/Hickory,63,1690645,3797
12553,Oak/Hickory,47,1690645,3797
12554,Aspen/Birch,15,417,4
12556,Oak/Hickory,152,1690645,3797
12557,Oak/Hickory,14,1690645,3797
12558,Oak/Hickory,15,1690645,3797
12559,Oak/Hickory,31,1690645,3797
12561,Oak/Hickory,32,1690645,3797
12562,Oak/Hickory,16,1690645,3797
12562,Maple/Beech/Birch,45,116427,163
12566,Oak/Hickory,48,1690645,3797
12567,Oak/Hickory,15,1690645,3797
12568,Oak/Hickory,247,1690645,3797
12568,Maple/Beech/Birch,15,116427,163
12569,Oak/Hickory,31,1690645,3797
12570,Oak/Hickory,15,1690645,3797
12571,Oak/Hickory,15,1690645,3797
12572,Oak/Hickory,232,1690645,3797
12573,Oak/Hickory,47,1690645,3797
12573,Maple/Beech/Birch,16,116427,163
12574,Oak/Hickory,77,1690645,3797
12576,Oak/Hickory,202,1690645,3797
12578,Oak/Hickory,31,1690645,3797
12579,Oak/Hickory,15,1690645,3797
12580,Oak/Hickory,16,1690645,3797
12581,Oak/Hickory,62,1690645,3797
12582,Oak/Hickory,1281,1690645,3797
12582,Elm/Ash/Cottonwood,109,18885,248
12582,Maple/Beech/Birch,61,116427,163
12584,Oak/Hickory,61,1690645,3797
12585,Oak/Hickory,15,1690645,3797
12586,Oak/Hickory,125,1690645,3797
12587,Oak/Hickory,15,1690645,3797
12587,Elm/Ash/Cottonwood,16,18885,248
12588,Oak/Hickory,30,1690645,3797
12589,Oak/Hickory,15,1690645,3797
12590,Oak/Hickory,16,1690645,3797
12591,Oak/Hickory,46,1690645,3797
12592,Oak/Hickory,31,1690645,3797
12593,Oak/Hickory,15,1690645,3797
12595,Oak/Hickory,15,1690645,3797
12598,Oak/Hickory,109,1690645,3797
12599,Oak/Hickory,15,1690645,3797
12600,Oak/Hickory,16,1690645,3797
12601,Oak/Hickory,16,1690645,3797
12603,Oak/Hickory,25,1690645,3797
12604,Oak/Hickory,78,1690645,3797
12605,Oak/Hickory,6,1690645,3797
12606,Oak/Hickory,15,1690645,3797
12607,Oak/Hickory,93,1690645,3797
12608,Oak/Hickory,61,1690645,3797
12610,Oak/Hickory,93,1690645,3797
12611,Oak/Hickory,30,1690645,3797
12613,Oak/Hickory,31,1690645,3797
12614,Oak/Hickory,15,1690645,3797
12615,Oak/Hickory,31,1690645,3797
12616,Oak/Hickory,31,1690645,3797
12616,Maple/Beech/Birch,16,116427,163
12617,Oak/Hickory,3688,1690645,3797
12617,Maple/Beech/Birch,16,116427,163
12618,Oak/Hickory,31,1690645,3797
12619,Oak/Hickory,62,1690645,3797
12620,Oak/Hickory,31,1690645,3797
12621,Oak/Hickory,16,1690645,3797
12622,Oak/Hickory,32,1690645,3797
12624,Oak/Hickory,665,1690645,3797
12624,Elm/Ash/Cottonwood,218,18885,248
12625,Oak/Hickory,30,1690645,3797
12626,Maple/Beech/Birch,15,116427,163
12628,Oak/Hickory,16,1690645,3797
12629,Oak/Hickory,62,1690645,3797
12630,Oak/Hickory,32,1690645,3797
12631,Oak/Hickory,17,1690645,3797
12632,Oak/Hickory,16,1690645,3797
12633,Oak/Hickory,61,1690645,3797
12635,Oak/Hickory,15,1690645,3797
12636,Oak/Hickory,17,1690645,3797
12638,Oak/Hickory,15,1690645,3797
12639,Oak/Hickory,31,1690645,3797
12640,Oak/Hickory,60,1690645,3797
12641,Oak/Hickory,107,1690645,3797
12642,Oak/Hickory,15,1690645,3797
12644,Oak/Hickory,16,1690645,3797
12645,Oak/Hickory,16,1690645,3797
12646,Oak/Hickory,31,1690645,3797
12647,Oak/Hickory,15,1690645,3797
12648,Oak/Hickory,16,1690645,3797
12649,Oak/Hickory,31,1690645,3797
12650,Oak/Hickory,15,1690645,3797
12651,Oak/Hickory,76,1690645,3797
12652,Oak/Hickory,15,1690645,3797
12653,Oak/Hickory,2096,1690645,3797
12654,Oak/Hickory,15,1690645,3797
12655,Oak/Hickory,16,1690645,3797
12656,Oak/Hickory,31,1690645,3797
12657,Oak/Hickory,62,1690645,3797
12658,Oak/Hickory,16,1690645,3797
12658,Maple/Beech/Birch,16,116427,163
12661,Oak/Hickory,14,1690645,3797
12662,Oak/Hickory,218,1690645,3797
12663,Oak/Hickory,16,1690645,3797
12665,Oak/Hickory,16,1690645,3797
12666,Oak/Hickory,16,1690645,3797
12667,Oak/Hickory,2543,1690645,3797
12667,Maple/Beech/Birch,16,116427,163
12668,Oak/Hickory,16,1690645,3797
12669,Oak/Hickory,15,1690645,3797
12670,Oak/Hickory,16,1690645,3797
12672,Oak/Hickory,16,1690645,3797
12673,Oak/Hickory,15,1690645,3797
12674,Oak/Hickory,15,1690645,3797
12675,Oak/Hickory,15,1690645,3797
12677,Oak/Hickory,16,1690645,3797
12678,Oak/Hickory,372,1690645,3797
12678,Maple/Beech/Birch,16,116427,163
12679,White/Red/Jack Pine,15,1989,15
12679,Oak/Pine,46,95892,352
12679,Oak/Hickory,125,1690645,3797
12679,Maple/Beech/Birch,94,116427,163
12681,Oak/Hickory,8,1690645,3797
12682,Oak/Hickory,15,1690645,3797
12683,Oak/Hickory,16,1690645,3797
12685,Oak/Hickory,47,1690645,3797
12686,Oak/Hickory,16,1690645,3797
12687,Oak/Hickory,338,1690645,3797
12688,Oak/Hickory,91,1690645,3797
12689,Oak/Hickory,15,1690645,3797
12691,Oak/Hickory,323,1690645,3797
12694,Oak/Hickory,110,1690645,3797
12695,Oak/Hickory,77,1690645,3797
12696,Oak/Hickory,677,1690645,3797
12697,Oak/Hickory,293,1690645,3797
12698,Oak/Hickory,68,1690645,3797
12699,Oak/Hickory,16,1690645,3797
12700,Oak/Hickory,140,1690645,3797
12701,Oak/Hickory,16,1690645,3797
12705,Oak/Hickory,31,1690645,3797
12706,Oak/Hickory,16,1690645,3797
12708,Oak/Hickory,15,1690645,3797
12710,Oak/Hickory,47,1690645,3797
12711,Oak/Hickory,47,1690645,3797
12712,Oak/Hickory,16,1690645,3797
12713,Oak/Hickory,79,1690645,3797
12714,Oak/Hickory,16,1690645,3797
12715,Pinyon/Juniper,30,283,7
12715,Oak/Hickory,802,1690645,3797
12715,Elm/Ash/Cottonwood,289,18885,248
12715,Maple/Beech/Birch,79,116427,163
12716,Oak/Pine,15,95892,352
12716,Maple/Beech/Birch,15,116427,163
12717,Oak/Hickory,15,1690645,3797
12718,Oak/Hickory,15,1690645,3797
12719,Oak/Hickory,5,1690645,3797
12720,Oak/Hickory,15,1690645,3797
12721,Oak/Hickory,251,1690645,3797
12722,Oak/Hickory,46,1690645,3797
12723,Oak/Hickory,15,1690645,3797
12724,Oak/Hickory,15,1690645,3797
12725,Oak/Hickory,16,1690645,3797
12726,Oak/Hickory,63,1690645,3797
12727,Oak/Hickory,31,1690645,3797
12728,Oak/Hickory,61,1690645,3797
12734,Oak/Hickory,16,1690645,3797
12736,Oak/Hickory,15,1690645,3797
12737,Oak/Hickory,15,1690645,3797
12738,Oak/Hickory,14,1690645,3797
12740,Oak/Hickory,15,1690645,3797
12741,Oak/Hickory,15,1690645,3797
12742,Oak/Hickory,30,1690645,3797
12743,Oak/Hickory,32,1690645,3797
12744,Oak/Hickory,76,1690645,3797
12745,Oak/Hickory,77,1690645,3797
12746,Oak/Hickory,48,1690645,3797
12747,Oak/Hickory,31,1690645,3797
12749,Oak/Hickory,414,1690645,3797
12750,Oak/Hickory,17,1690645,3797
12751,Oak/Hickory,15,1690645,3797
12753,Oak/Hickory,16,1690645,3797
12754,Oak/Hickory,62,1690645,3797
12755,Oak/Hickory,14,1690645,3797
12756,Oak/Hickory,16,1690645,3797
12757,Oak/Hickory,16,1690645,3797
12758,Oak/Hickory,15,1690645,3797
12759,Oak/Hickory,47,1690645,3797
12761,Oak/Hickory,327,1690645,3797
12762,Oak/Hickory,15,1690645,3797
12764,Oak/Hickory,32,1690645,3797
12766,Oak/Hickory,16,1690645,3797
12768,Oak/Hickory,15,1690645,3797
12769,Oak/Hickory,15,1690645,3797
12769,Elm/Ash/Cottonwood,16,18885,248
12770,Oak/Hickory,31,1690645,3797
12771,Oak/Pine,6,95892,352
12771,Oak/Hickory,10,1690645,3797
12771,Maple/Beech/Birch,5,116427,163
12772,Oak/Hickory,16,1690645,3797
12773,Oak/Pine,2518,95892,352
12773,Oak/Hickory,7144,1690645,3797
12773,Maple/Beech/Birch,32,116427,163
12774,Oak/Hickory,32,1690645,3797
12775,Oak/Hickory,31,1690645,3797
12776,Oak/Hickory,16,1690645,3797
12777,Oak/Hickory,16,1690645,3797
12778,Oak/Hickory,157,1690645,3797
12779,White/Red/Jack Pine,3,1989,15
12779,Oak/Hickory,49,1690645,3797
12780,Oak/Pine,15,95892,352
12781,Oak/Hickory,16,1690645,3797
12783,Oak/Pine,15,95892,352
12783,Oak/Hickory,46,1690645,3797
12786,Oak/Hickory,15,1690645,3797
12787,Oak/Hickory,930,1690645,3797
12788,Maple/Beech/Birch,9,116427,163
12789,Oak/Hickory,15,1690645,3797
12791,Oak/Hickory,199,1690645,3797
12792,Oak/Hickory,16,1690645,3797
12794,Oak/Hickory,140,1690645,3797
12796,Oak/Hickory,32,1690645,3797
12797,Oak/Hickory,44,1690645,3797
12797,Maple/Beech/Birch,14,116427,163
12799,Oak/Hickory,32,1690645,3797
12800,Oak/Hickory,14,1690645,3797
12801,Oak/Pine,16,95892,352
12801,Oak/Hickory,15,1690645,3797
12804,Loblolly/Shortleaf Pine,16,375404,818
12804,Oak/Hickory,16,1690645,3797
12805,Oak/Hickory,2057,1690645,3797
12805,Elm/Ash/Cottonwood,183,18885,248
12806,Oak/Hickory,15,1690645,3797
12807,Oak/Hickory,30,1690645,3797
12808,Oak/Hickory,31,1690645,3797
12809,Oak/Hickory,16,1690645,3797
12810,Oak/Hickory,31,1690645,3797
12811,Oak/Hickory,15,1690645,3797
12812,Oak/Hickory,16,1690645,3797
12813,Oak/Hickory,15,1690645,3797
12814,Oak/Hickory,32,1690645,3797
12816,Oak/Hickory,16,1690645,3797
12818,Oak/Hickory,16,1690645,3797
12818,Maple/Beech/Birch,30,116427,163
12819,Oak/Hickory,16,1690645,3797
12821,Oak/Hickory,48,1690645,3797
12823,Oak/Hickory,46,1690645,3797
12825,Oak/Hickory,16,1690645,3797
12826,Oak/Hickory,15,1690645,3797
12827,Oak/Pine,31,95892,352
12828,Oak/Hickory,15,1690645,3797
12829,Oak/Hickory,15,1690645,3797
12830,Oak/Hickory,46,1690645,3797
12831,Oak/Hickory,46,1690645,3797
12832,Oak/Hickory,16,1690645,3797
12833,Oak/Hickory,45,1690645,3797
12834,Oak/Pine,141,95892,352
12834,Oak/Hickory,1410,1690645,3797
12834,Elm/Ash/Cottonwood,31,18885,248
12834,Maple/Beech/Birch,64,116427,163
12835,Oak/Hickory,16,1690645,3797
12837,Oak/Hickory,353,1690645,3797
12839,Oak/Hickory,46,1690645,3797
12840,Oak/Hickory,16,1690645,3797
12843,Oak/Hickory,76,1690645,3797
12843,Maple/Beech/Birch,16,116427,163
12844,Oak/Hickory,218,1690645,3797
12845,Oak/Hickory,93,1690645,3797
12846,Oak/Hickory,107,1690645,3797
12847,Oak/Hickory,277,1690645,3797
12850,Maple/Beech/Birch,15,116427,163
12851,Oak/Hickory,16037,1690645,3797
12851,Oak/Gum/Cypress,16,57335,221
12851,Elm/Ash/Cottonwood,62,18885,248
12852,Oak/Hickory,15,1690645,3797
12853,Oak/Hickory,31,1690645,3797
12854,Oak/Hickory,16,1690645,3797
12855,Oak/Hickory,200,1690645,3797
12859,Oak/Hickory,16,1690645,3797
12860,Oak/Hickory,31,1690645,3797
12861,Oak/Hickory,93,1690645,3797
12863,Oak/Hickory,15,1690645,3797
12866,Oak/Hickory,15,1690645,3797
12867,Maple/Beech/Birch,15,116427,163
12869,Oak/Hickory,16,1690645,3797
12870,Oak/Hickory,15,1690645,3797
12872,Oak/Hickory,77,1690645,3797
12873,Oak/Hickory,61,1690645,3797
12875,Oak/Hickory,62,1690645,3797
12876,Oak/Hickory,275,1690645,3797
12877,Oak/Hickory,62,1690645,3797
12878,Oak/Hickory,16,1690645,3797
12883,Oak/Hickory,16,1690645,3797
12884,Oak/Hickory,16,1690645,3797
12885,Oak/Hickory,16,1690645,3797
12887,Oak/Hickory,16,1690645,3797
12888,Oak/Hickory,694,1690645,3797
12888,Maple/Beech/Birch,31,116427,163
12889,Oak/Hickory,78,1690645,3797
12891,Oak/Hickory,31,1690645,3797
12891,Elm/Ash/Cottonwood,61,18885,248
12892,Oak/Hickory,16,1690645,3797
12893,Oak/Hickory,401,1690645,3797
12893,Maple/Beech/Birch,16,116427,163
12894,Oak/Hickory,16,1690645,3797
12895,Oak/Hickory,16,1690645,3797
12896,Oak/Hickory,15,1690645,3797
12897,Oak/Pine,31,95892,352
12898,Oak/Hickory,46,1690645,3797
12899,Oak/Hickory,31,1690645,3797
12900,Oak/Hickory,15,1690645,3797
12901,Oak/Hickory,15,1690645,3797
12904,Oak/Hickory,15,1690645,3797
12905,Oak/Hickory,232,1690645,3797
12905,Elm/Ash/Cottonwood,16,18885,248
12906,Oak/Hickory,336,1690645,3797
12906,Maple/Beech/Birch,32,116427,163
12909,Oak/Hickory,77,1690645,3797
12910,Oak/Hickory,31,1690645,3797
12911,Oak/Hickory,218,1690645,3797
12915,Oak/Hickory,16,1690645,3797
12917,Oak/Hickory,47,1690645,3797
12921,Oak/Pine,31,95892,352
12922,Oak/Hickory,15,1690645,3797
12924,Oak/Hickory,217,1690645,3797
12925,Oak/Pine,31,95892,352
12925,Oak/Hickory,541,1690645,3797
12929,Oak/Hickory,61,1690645,3797
12932,Oak/Hickory,15,1690645,3797
