patch_id,FIA_Forest_Type,patch_acres,acres,num_patches
16351,White Oak / Red Oak / Hickory,15,115120,329
16351,Mixed Upland Hardwoods,16,949111,3291
16352,Mixed Upland Hardwoods,16,949111,3291
16354,Mixed Upland Hardwoods,46,949111,3291
16356,Mixed Upland Hardwoods,15,949111,3291
16357,Mixed Upland Hardwoods,32,949111,3291
16357,Black Ash / American Elm / Red Maple,15,6349,106
16361,Mixed Upland Hardwoods,15,949111,3291
16362,Black Ash / American Elm / Red Maple,16,6349,106
16364,Mixed Upland Hardwoods,30,949111,3291
16365,Mixed Upland Hardwoods,31,949111,3291
16366,Mixed Upland Hardwoods,15,949111,3291
16371,Mixed Upland Hardwoods,16,949111,3291
16372,Mixed Upland Hardwoods,15,949111,3291
16373,White Oak,32,9348,53
16373,Mixed Upland Hardwoods,62,949111,3291
16374,Red Maple / Lowland,31,2511,43
16375,Black Ash / American Elm / Red Maple,16,6349,106
16378,Mixed Upland Hardwoods,62,949111,3291
16379,White Oak / Red Oak / Hickory,16,115120,329
16380,Mixed Upland Hardwoods,62,949111,3291
16383,Virginia Pine,95,18108,91
16383,Mixed Upland Hardwoods,46,949111,3291
16383,Red Maple / Lowland,15,2511,43
16389,Sweetbay / Swamp Tupelo / Red Maple,15,25145,65
16390,Mixed Upland Hardwoods,0,949111,3291
16394,Mixed Upland Hardwoods,172,949111,3291
16398,Mixed Upland Hardwoods,123,949111,3291
16401,Mixed Upland Hardwoods,77,949111,3291
16404,Red Maple / Oak,31,9392,92
16409,Mixed Upland Hardwoods,15,949111,3291
16410,Mixed Upland Hardwoods,15,949111,3291
16412,White Oak / Red Oak / Hickory,15,115120,329
16412,Sweetgum / Yellow-poplar,31,512092,300
16412,Mixed Upland Hardwoods,245,949111,3291
16412,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16412,Black Ash / American Elm / Red Maple,16,6349,106
16415,Mixed Upland Hardwoods,16,949111,3291
16418,Mixed Upland Hardwoods,15,949111,3291
16419,Mixed Upland Hardwoods,76,949111,3291
16420,Black Ash / American Elm / Red Maple,31,6349,106
16422,Mixed Upland Hardwoods,139,949111,3291
16424,Red Maple / Oak,31,9392,92
16424,Mixed Upland Hardwoods,77,949111,3291
16426,Mixed Upland Hardwoods,16,949111,3291
16431,Virginia Pine,46,18108,91
16431,Red Maple / Oak,77,9392,92
16431,Mixed Upland Hardwoods,32,949111,3291
16432,Mixed Upland Hardwoods,16,949111,3291
16433,Black Ash / American Elm / Red Maple,15,6349,106
16436,Red Maple / Lowland,15,2511,43
16437,Mixed Upland Hardwoods,62,949111,3291
16439,Mixed Upland Hardwoods,15,949111,3291
16440,Mixed Upland Hardwoods,123,949111,3291
16441,Loblolly Pine,60,357234,750
16441,Loblolly Pine / Hardwood,77,73453,269
16441,Mixed Upland Hardwoods,3863,949111,3291
16441,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
16441,River Birch / Sycamore,16,1228,16
16446,Mixed Upland Hardwoods,30,949111,3291
16450,Mixed Upland Hardwoods,48,949111,3291
16451,Virginia Pine,15,18108,91
16452,Black Ash / American Elm / Red Maple,15,6349,106
16455,Sassafras / Persimmon,31,1204,15
16455,Red Maple / Oak,16,9392,92
16456,Virginia Pine,15,18108,91
16456,Mixed Upland Hardwoods,62,949111,3291
16456,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16456,Black Ash / American Elm / Red Maple,92,6349,106
16457,Mixed Upland Hardwoods,15,949111,3291
16459,Virginia Pine,46,18108,91
16459,White Oak / Red Oak / Hickory,32,115120,329
16459,Sweetgum / Yellow-poplar,15,512092,300
16459,Red Maple / Oak,16,9392,92
16459,Mixed Upland Hardwoods,603,949111,3291
16462,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16464,Sweetbay / Swamp Tupelo / Red Maple,15,25145,65
16465,Mixed Upland Hardwoods,15,949111,3291
16467,Sycamore / Pecan / American Elm,15,7296,88
16468,Virginia Pine,15,18108,91
16468,White Oak / Red Oak / Hickory,30,115120,329
16468,Yellow-poplar / White Oak / Red Oak,61,16541,139
16468,Sassafras / Persimmon,109,1204,15
16468,Red Maple / Oak,108,9392,92
16468,Mixed Upland Hardwoods,295,949111,3291
16469,White Oak / Red Oak / Hickory,31,115120,329
16469,Mixed Upland Hardwoods,139,949111,3291
16473,Loblolly Pine,31,357234,750
16474,Mixed Upland Hardwoods,32,949111,3291
16479,Yellow-poplar / White Oak / Red Oak,15,16541,139
16479,Mixed Upland Hardwoods,15,949111,3291
16480,Loblolly Pine,16,357234,750
16480,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
16488,Mixed Upland Hardwoods,16,949111,3291
16489,Mixed Upland Hardwoods,15,949111,3291
16490,Mixed Upland Hardwoods,92,949111,3291
16492,Virginia Pine,15,18108,91
16496,Virginia Pine,15,18108,91
16496,Virginia Pine / Southern Red Oak,62,19632,66
16496,Yellow-poplar / White Oak / Red Oak,16,16541,139
16496,Sassafras / Persimmon,15,1204,15
16496,Mixed Upland Hardwoods,108,949111,3291
16497,Mixed Upland Hardwoods,15,949111,3291
16498,Mixed Upland Hardwoods,433,949111,3291
16498,Black Ash / American Elm / Red Maple,45,6349,106
16501,Mixed Upland Hardwoods,89,949111,3291
16504,Mixed Upland Hardwoods,31,949111,3291
16506,Mixed Upland Hardwoods,108,949111,3291
16512,Sassafras / Persimmon,16,1204,15
16514,Loblolly Pine,122,357234,750
16514,Virginia Pine,122,18108,91
16514,Virginia Pine / Southern Red Oak,16,19632,66
16514,Loblolly Pine / Hardwood,46,73453,269
16514,White Oak,293,9348,53
16514,Yellow-poplar / White Oak / Red Oak,46,16541,139
16514,Sweetgum / Yellow-poplar,202,512092,300
16514,Yellow-poplar,482,30149,211
16514,Mixed Upland Hardwoods,14544,949111,3291
16514,Sweetgum / Nuttall Oak / Willow Oak,801,21784,138
16514,Sweetbay / Swamp Tupelo / Red Maple,15,25145,65
16514,Sycamore / Pecan / American Elm,186,7296,88
16514,Red Maple / Lowland,632,2511,43
16516,Mixed Upland Hardwoods,153,949111,3291
16519,Mixed Upland Hardwoods,16,949111,3291
16521,White Oak,16,9348,53
16522,Virginia Pine / Southern Red Oak,15,19632,66
16522,Mixed Upland Hardwoods,139,949111,3291
16522,Black Ash / American Elm / Red Maple,47,6349,106
16530,Sycamore / Pecan / American Elm,138,7296,88
16532,Loblolly Pine,16,357234,750
16532,Loblolly Pine / Hardwood,15,73453,269
16532,Red Maple / Oak,15,9392,92
16532,Mixed Upland Hardwoods,819,949111,3291
16538,Mixed Upland Hardwoods,31,949111,3291
16539,Loblolly Pine,15,357234,750
16539,Sweetgum / Yellow-poplar,15,512092,300
16541,Sassafras / Persimmon,31,1204,15
16541,Mixed Upland Hardwoods,63,949111,3291
16542,Mixed Upland Hardwoods,16,949111,3291
16546,White Oak,15,9348,53
16548,White Oak / Red Oak / Hickory,15,115120,329
16548,Mixed Upland Hardwoods,154,949111,3291
16550,Mixed Upland Hardwoods,15,949111,3291
16551,Mixed Upland Hardwoods,16,949111,3291
16555,White Oak / Red Oak / Hickory,15,115120,329
16555,Mixed Upland Hardwoods,355,949111,3291
16561,White Oak / Red Oak / Hickory,15,115120,329
16561,Mixed Upland Hardwoods,16,949111,3291
16564,White Oak / Red Oak / Hickory,93,115120,329
16564,Mixed Upland Hardwoods,92,949111,3291
16565,Mixed Upland Hardwoods,15,949111,3291
16567,Mixed Upland Hardwoods,15,949111,3291
16568,Mixed Upland Hardwoods,77,949111,3291
16570,Mixed Upland Hardwoods,31,949111,3291
16576,Mixed Upland Hardwoods,31,949111,3291
16577,White Oak / Red Oak / Hickory,32,115120,329
16577,Mixed Upland Hardwoods,61,949111,3291
16578,Sweetgum / Yellow-poplar,15,512092,300
16578,Mixed Upland Hardwoods,61,949111,3291
16578,Black Ash / American Elm / Red Maple,31,6349,106
16580,Mixed Upland Hardwoods,62,949111,3291
16580,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
16583,White Oak / Red Oak / Hickory,31,115120,329
16583,Yellow-poplar / White Oak / Red Oak,31,16541,139
16583,Mixed Upland Hardwoods,125,949111,3291
16583,Sweetgum / Nuttall Oak / Willow Oak,30,21784,138
16583,Red Maple / Lowland,31,2511,43
16585,Mixed Upland Hardwoods,15,949111,3291
16589,Mixed Upland Hardwoods,16,949111,3291
16589,Red Maple / Lowland,16,2511,43
16592,Mixed Upland Hardwoods,16,949111,3291
16593,Mixed Upland Hardwoods,30,949111,3291
16593,Sycamore / Pecan / American Elm,16,7296,88
16594,Mixed Upland Hardwoods,16,949111,3291
16596,Yellow-poplar,16,30149,211
16596,Mixed Upland Hardwoods,109,949111,3291
16598,Loblolly Pine / Hardwood,16,73453,269
16598,Yellow-poplar,15,30149,211
16598,Mixed Upland Hardwoods,16,949111,3291
16601,Mixed Upland Hardwoods,15,949111,3291
16603,Mixed Upland Hardwoods,16,949111,3291
16604,Mixed Upland Hardwoods,61,949111,3291
16606,Mixed Upland Hardwoods,108,949111,3291
16608,Mixed Upland Hardwoods,46,949111,3291
16609,Mixed Upland Hardwoods,15,949111,3291
16612,Mixed Upland Hardwoods,15,949111,3291
16614,Mixed Upland Hardwoods,15,949111,3291
16615,Mixed Upland Hardwoods,46,949111,3291
16620,White Oak / Red Oak / Hickory,61,115120,329
16620,Yellow-poplar / White Oak / Red Oak,16,16541,139
16620,Sweetgum / Yellow-poplar,16,512092,300
16620,Mixed Upland Hardwoods,387,949111,3291
16620,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
16620,Black Ash / American Elm / Red Maple,62,6349,106
16623,White Oak / Red Oak / Hickory,75,115120,329
16623,White Oak,31,9348,53
16623,Yellow-poplar / White Oak / Red Oak,16,16541,139
16623,Mixed Upland Hardwoods,125,949111,3291
16624,Mixed Upland Hardwoods,15,949111,3291
16625,Mixed Upland Hardwoods,16,949111,3291
16633,Virginia Pine / Southern Red Oak,15,19632,66
16633,Mixed Upland Hardwoods,77,949111,3291
16636,Loblolly Pine,15,357234,750
16636,Mixed Upland Hardwoods,93,949111,3291
16636,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
16636,Sycamore / Pecan / American Elm,31,7296,88
16636,Red Maple / Lowland,29,2511,43
16637,Mixed Upland Hardwoods,30,949111,3291
16638,Sweetgum / Yellow-poplar,16,512092,300
16639,Mixed Upland Hardwoods,16,949111,3291
16645,Yellow-poplar,15,30149,211
16645,Mixed Upland Hardwoods,77,949111,3291
16646,Yellow-poplar,16,30149,211
16650,Mixed Upland Hardwoods,15,949111,3291
16651,White Oak / Red Oak / Hickory,15,115120,329
16651,Mixed Upland Hardwoods,46,949111,3291
16652,Mixed Upland Hardwoods,16,949111,3291
16652,Black Ash / American Elm / Red Maple,31,6349,106
16655,Mixed Upland Hardwoods,16,949111,3291
16657,Mixed Upland Hardwoods,16,949111,3291
16662,White Oak / Red Oak / Hickory,45,115120,329
16662,Mixed Upland Hardwoods,218,949111,3291
16662,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
16667,Mixed Upland Hardwoods,15,949111,3291
16668,White Oak / Red Oak / Hickory,15,115120,329
16669,Mixed Upland Hardwoods,31,949111,3291
16672,Mixed Upland Hardwoods,15,949111,3291
16674,White Oak / Red Oak / Hickory,15,115120,329
16675,Yellow-poplar,46,30149,211
16676,Loblolly Pine,125,357234,750
16676,Loblolly Pine / Hardwood,214,73453,269
16676,Yellow-poplar,264,30149,211
16676,Mixed Upland Hardwoods,63,949111,3291
16679,Mixed Upland Hardwoods,31,949111,3291
16680,Yellow-poplar,108,30149,211
16680,Mixed Upland Hardwoods,95,949111,3291
16681,Loblolly Pine / Hardwood,62,73453,269
16681,Mixed Upland Hardwoods,16,949111,3291
16681,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16682,Mixed Upland Hardwoods,169,949111,3291
16685,Virginia Pine / Southern Red Oak,15,19632,66
16685,Mixed Upland Hardwoods,31,949111,3291
16687,Yellow-poplar,15,30149,211
16689,Mixed Upland Hardwoods,62,949111,3291
16690,Mixed Upland Hardwoods,16,949111,3291
16692,Yellow-poplar,543,30149,211
16692,Mixed Upland Hardwoods,433,949111,3291
16692,Red Maple / Lowland,15,2511,43
16693,Mixed Upland Hardwoods,16,949111,3291
16694,Mixed Upland Hardwoods,62,949111,3291
16695,Mixed Upland Hardwoods,46,949111,3291
16698,Mixed Upland Hardwoods,30,949111,3291
16699,Mixed Upland Hardwoods,176,949111,3291
16700,Mixed Upland Hardwoods,31,949111,3291
16701,Yellow-poplar,31,30149,211
16701,Mixed Upland Hardwoods,63,949111,3291
16706,White Oak / Red Oak / Hickory,15,115120,329
16707,Mixed Upland Hardwoods,47,949111,3291
16708,Mixed Upland Hardwoods,15,949111,3291
16711,Mixed Upland Hardwoods,46,949111,3291
16711,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
16711,Black Ash / American Elm / Red Maple,32,6349,106
16712,Mixed Upland Hardwoods,109,949111,3291
16714,Mixed Upland Hardwoods,340,949111,3291
16714,Sweetgum / Nuttall Oak / Willow Oak,47,21784,138
16715,Sweetgum / Yellow-poplar,16,512092,300
16715,Black Ash / American Elm / Red Maple,45,6349,106
16716,White Oak / Red Oak / Hickory,31,115120,329
16716,Mixed Upland Hardwoods,876,949111,3291
16716,Black Ash / American Elm / Red Maple,15,6349,106
16716,Red Maple / Lowland,15,2511,43
16721,Mixed Upland Hardwoods,30,949111,3291
16723,White Oak / Red Oak / Hickory,324,115120,329
16723,Yellow-poplar / White Oak / Red Oak,46,16541,139
16723,Mixed Upland Hardwoods,246,949111,3291
16724,Mixed Upland Hardwoods,30,949111,3291
16724,Black Ash / American Elm / Red Maple,30,6349,106
16726,White Oak / Red Oak / Hickory,14,115120,329
16727,Loblolly Pine,30,357234,750
16727,Mixed Upland Hardwoods,418,949111,3291
16728,Mixed Upland Hardwoods,32,949111,3291
16732,Sweetgum / Yellow-poplar,62,512092,300
16732,Mixed Upland Hardwoods,15,949111,3291
16737,Mixed Upland Hardwoods,16,949111,3291
16738,Mixed Upland Hardwoods,15,949111,3291
16742,Mixed Upland Hardwoods,16,949111,3291
16744,Mixed Upland Hardwoods,16,949111,3291
16746,Mixed Upland Hardwoods,15,949111,3291
16749,Mixed Upland Hardwoods,15,949111,3291
16750,Loblolly Pine / Hardwood,15,73453,269
16750,Mixed Upland Hardwoods,45,949111,3291
16751,Mixed Upland Hardwoods,61,949111,3291
16754,Black Ash / American Elm / Red Maple,31,6349,106
16757,Mixed Upland Hardwoods,16,949111,3291
16758,Loblolly Pine,94,357234,750
16758,Virginia Pine,123,18108,91
16758,Mixed Upland Hardwoods,1045,949111,3291
16759,Mixed Upland Hardwoods,15,949111,3291
16761,Mixed Upland Hardwoods,16,949111,3291
16764,Mixed Upland Hardwoods,62,949111,3291
16764,Black Ash / American Elm / Red Maple,16,6349,106
16766,Mixed Upland Hardwoods,249,949111,3291
16767,Mixed Upland Hardwoods,94,949111,3291
16770,Mixed Upland Hardwoods,15,949111,3291
16771,Black Ash / American Elm / Red Maple,16,6349,106
16772,Mixed Upland Hardwoods,0,949111,3291
16773,Black Ash / American Elm / Red Maple,47,6349,106
16774,Mixed Upland Hardwoods,124,949111,3291
16775,Mixed Upland Hardwoods,16,949111,3291
16776,Mixed Upland Hardwoods,60,949111,3291
16777,Mixed Upland Hardwoods,154,949111,3291
16779,Loblolly Pine / Hardwood,16,73453,269
16781,Mixed Upland Hardwoods,15,949111,3291
16785,Mixed Upland Hardwoods,93,949111,3291
16786,Loblolly Pine / Hardwood,15,73453,269
16787,Mixed Upland Hardwoods,47,949111,3291
16788,Mixed Upland Hardwoods,30,949111,3291
16791,Loblolly Pine,46,357234,750
16791,Loblolly Pine / Hardwood,46,73453,269
16791,Mixed Upland Hardwoods,92,949111,3291
16792,Mixed Upland Hardwoods,31,949111,3291
16794,Mixed Upland Hardwoods,16,949111,3291
16795,Mixed Upland Hardwoods,15,949111,3291
16797,Mixed Upland Hardwoods,16,949111,3291
16798,Mixed Upland Hardwoods,46,949111,3291
16798,Black Ash / American Elm / Red Maple,16,6349,106
16799,Virginia Pine / Southern Red Oak,15,19632,66
16799,Black Ash / American Elm / Red Maple,31,6349,106
16802,Black Ash / American Elm / Red Maple,16,6349,106
16805,Mixed Upland Hardwoods,15,949111,3291
16806,Yellow-poplar,31,30149,211
16806,Red Maple / Lowland,31,2511,43
16807,Loblolly Pine,15,357234,750
16807,Mixed Upland Hardwoods,78,949111,3291
16808,Mixed Upland Hardwoods,3,949111,3291
16809,Yellow-poplar / White Oak / Red Oak,31,16541,139
16809,Mixed Upland Hardwoods,93,949111,3291
16810,Sycamore / Pecan / American Elm,16,7296,88
16811,Black Ash / American Elm / Red Maple,32,6349,106
16814,Loblolly Pine / Hardwood,15,73453,269
16823,Mixed Upland Hardwoods,231,949111,3291
16823,Black Ash / American Elm / Red Maple,15,6349,106
16826,Yellow-poplar,31,30149,211
16827,Mixed Upland Hardwoods,248,949111,3291
16827,River Birch / Sycamore,15,1228,16
16829,Mixed Upland Hardwoods,31,949111,3291
16830,Mixed Upland Hardwoods,15,949111,3291
16835,Black Ash / American Elm / Red Maple,46,6349,106
16838,Mixed Upland Hardwoods,46,949111,3291
16839,White Oak / Red Oak / Hickory,31,115120,329
16841,Mixed Upland Hardwoods,78,949111,3291
16844,Mixed Upland Hardwoods,47,949111,3291
16848,White Oak / Red Oak / Hickory,15,115120,329
16848,Mixed Upland Hardwoods,62,949111,3291
16850,Mixed Upland Hardwoods,15,949111,3291
16851,White Oak / Red Oak / Hickory,30,115120,329
16851,Mixed Upland Hardwoods,154,949111,3291
16852,Yellow-poplar,62,30149,211
16852,Mixed Upland Hardwoods,15,949111,3291
16858,Mixed Upland Hardwoods,63,949111,3291
16860,Mixed Upland Hardwoods,15,949111,3291
16861,Mixed Upland Hardwoods,92,949111,3291
16864,Mixed Upland Hardwoods,16,949111,3291
16865,Virginia Pine,15,18108,91
16865,Mixed Upland Hardwoods,109,949111,3291
16865,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16865,Black Ash / American Elm / Red Maple,31,6349,106
16868,Mixed Upland Hardwoods,46,949111,3291
16871,Mixed Upland Hardwoods,16,949111,3291
16874,White Oak / Red Oak / Hickory,16,115120,329
16875,Mixed Upland Hardwoods,249,949111,3291
16876,Mixed Upland Hardwoods,15,949111,3291
16877,Loblolly Pine,16,357234,750
16877,Virginia Pine,2,18108,91
16877,Mixed Upland Hardwoods,214,949111,3291
16878,Mixed Upland Hardwoods,62,949111,3291
16880,Virginia Pine / Southern Red Oak,48,19632,66
16880,Scarlet Oak,47,430,6
16880,Mixed Upland Hardwoods,124,949111,3291
16882,Mixed Upland Hardwoods,16,949111,3291
16883,Mixed Upland Hardwoods,30,949111,3291
16884,Mixed Upland Hardwoods,15,949111,3291
16887,Mixed Upland Hardwoods,16,949111,3291
16892,Yellow-poplar,47,30149,211
16892,Red Maple / Lowland,15,2511,43
16894,Mixed Upland Hardwoods,16,949111,3291
16897,Red Maple / Lowland,15,2511,43
16898,Mixed Upland Hardwoods,15,949111,3291
16903,Yellow-poplar / White Oak / Red Oak,15,16541,139
16910,Black Ash / American Elm / Red Maple,14,6349,106
16913,Mixed Upland Hardwoods,15,949111,3291
16916,White Oak / Red Oak / Hickory,62,115120,329
16916,Sweetgum / Yellow-poplar,16,512092,300
16916,Mixed Upland Hardwoods,150,949111,3291
16916,Sweetgum / Nuttall Oak / Willow Oak,77,21784,138
16916,Black Ash / American Elm / Red Maple,94,6349,106
16917,Mixed Upland Hardwoods,16,949111,3291
16918,Mixed Upland Hardwoods,15,949111,3291
16919,Mixed Upland Hardwoods,16,949111,3291
16920,Mixed Upland Hardwoods,16,949111,3291
16922,Mixed Upland Hardwoods,31,949111,3291
16923,Mixed Upland Hardwoods,16,949111,3291
16924,Loblolly Pine,342,357234,750
16924,White Oak / Red Oak / Hickory,93,115120,329
16924,Yellow-poplar / White Oak / Red Oak,16,16541,139
16924,Sweetgum / Yellow-poplar,76,512092,300
16924,Mixed Upland Hardwoods,2627,949111,3291
16924,Sweetgum / Nuttall Oak / Willow Oak,186,21784,138
16924,Black Ash / American Elm / Red Maple,591,6349,106
16924,Red Maple / Lowland,33,2511,43
16924,Black Cherry,15,77569,93
16927,White Oak / Red Oak / Hickory,16,115120,329
16928,Mixed Upland Hardwoods,16,949111,3291
16932,Loblolly Pine,167,357234,750
16932,Mixed Upland Hardwoods,972,949111,3291
16932,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16932,Black Ash / American Elm / Red Maple,16,6349,106
16933,Yellow-poplar,30,30149,211
16934,Mixed Upland Hardwoods,138,949111,3291
16936,Loblolly Pine / Hardwood,31,73453,269
16937,Black Ash / American Elm / Red Maple,14,6349,106
16940,Black Ash / American Elm / Red Maple,15,6349,106
16941,Mixed Upland Hardwoods,324,949111,3291
16943,Black Ash / American Elm / Red Maple,31,6349,106
16944,Mixed Upland Hardwoods,15,949111,3291
16945,Mixed Upland Hardwoods,15,949111,3291
16948,Mixed Upland Hardwoods,31,949111,3291
16950,White Oak / Red Oak / Hickory,15,115120,329
16950,Mixed Upland Hardwoods,92,949111,3291
16951,White Oak / Red Oak / Hickory,15,115120,329
16952,Mixed Upland Hardwoods,31,949111,3291
16953,Mixed Upland Hardwoods,16,949111,3291
16954,Mixed Upland Hardwoods,30,949111,3291
16955,Loblolly Pine / Hardwood,15,73453,269
16959,Mixed Upland Hardwoods,123,949111,3291
16962,Loblolly Pine,107,357234,750
16962,Virginia Pine,30,18108,91
16962,Mixed Upland Hardwoods,1723,949111,3291
16962,Swamp Chestnut Oak / Cherrybark Oak,16,2256,18
16962,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16962,Red Maple / Lowland,32,2511,43
16964,Mixed Upland Hardwoods,61,949111,3291
16965,Mixed Upland Hardwoods,47,949111,3291
16970,Virginia Pine,31,18108,91
16970,White Oak / Red Oak / Hickory,16,115120,329
16970,Yellow-poplar / White Oak / Red Oak,15,16541,139
16970,Mixed Upland Hardwoods,170,949111,3291
16973,Mixed Upland Hardwoods,15,949111,3291
